Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2020-01-03 00:00:00,760.00,873.00,87.28,19.35,81.47,49.18,11.00,6.70,3.70,NA,NA,NA,NA,NA,NA,11.30,97.58,0.30,60.38,0.00,0.00,4.75,997.75,NA
2020-01-03 01:00:00,677.75,840.75,65.18,14.62,60.90,57.10,8.90,4.70,2.20,NA,NA,NA,NA,NA,NA,11.92,95.08,0.30,60.40,0.00,0.00,4.88,997.72,NA
2020-01-03 02:00:00,621.25,713.00,53.55,9.50,48.70,52.80,9.25,3.70,3.50,NA,NA,NA,NA,NA,NA,10.92,96.42,0.30,60.38,0.00,0.00,4.80,997.10,NA
2020-01-03 03:00:00,540.00,616.50,52.45,8.32,47.20,45.90,7.85,3.42,3.58,NA,NA,NA,NA,NA,NA,10.35,98.72,0.30,60.35,0.00,0.00,4.78,996.55,NA
2020-01-03 04:00:00,507.25,592.00,60.47,4.42,51.68,48.62,7.68,3.58,4.78,NA,NA,NA,NA,NA,NA,10.10,99.30,0.30,57.30,0.00,0.00,4.72,996.32,NA
2020-01-03 05:00:00,451.75,562.00,55.30,7.72,49.18,47.68,8.43,2.80,4.25,NA,NA,NA,NA,NA,NA,10.42,99.30,1.40,238.70,0.00,0.00,4.78,996.28,NA
2020-01-03 06:00:00,454.75,571.75,44.60,5.50,39.25,42.95,6.32,2.28,3.22,NA,NA,NA,NA,NA,NA,9.18,99.30,1.60,310.88,0.00,0.00,5.07,996.78,NA
2020-01-03 07:00:00,415.00,509.75,46.05,5.32,40.38,44.18,6.62,2.70,3.45,13.52,45.25,NA,NA,NA,NA,9.62,99.30,1.60,310.92,0.00,0.00,27.38,997.65,NA
2020-01-03 08:00:00,464.25,582.25,57.90,22.12,58.98,39.67,10.65,3.60,3.75,13.65,51.20,NA,NA,NA,NA,12.50,96.50,1.60,311.08,0.00,0.00,82.72,998.40,NA
2020-01-03 09:00:00,473.50,633.75,27.10,28.48,37.25,45.50,81.27,2.62,1.50,12.90,39.50,NA,NA,NA,NA,18.10,62.20,1.18,261.90,0.00,0.00,240.60,998.85,NA
2020-01-03 10:00:00,311.75,495.50,12.15,11.90,16.23,38.45,46.72,1.10,32.12,6.05,36.65,NA,NA,NA,NA,19.98,48.95,0.85,108.45,0.00,0.00,354.75,998.95,NA
2020-01-03 11:00:00,80.00,192.75,10.72,9.18,13.63,38.62,36.70,0.78,21.38,2.80,15.38,NA,NA,NA,NA,20.98,46.47,0.92,122.35,0.00,0.00,423.75,998.15,NA
2020-01-03 12:00:00,52.00,110.50,5.78,4.70,7.22,41.58,10.15,0.62,28.45,2.08,14.55,NA,NA,NA,NA,21.90,43.58,0.85,121.95,0.00,0.00,434.70,996.80,NA
2020-01-03 13:00:00,30.00,88.00,4.45,3.42,5.45,40.45,13.62,0.50,40.48,1.45,10.65,NA,NA,NA,NA,22.45,39.78,0.88,121.38,0.00,0.00,409.98,995.80,NA
2020-01-03 14:00:00,25.25,72.50,4.15,2.95,4.93,44.25,15.70,0.50,46.05,1.08,7.55,NA,NA,NA,NA,22.38,39.20,1.00,151.62,0.00,0.00,312.18,995.02,NA
2020-01-03 15:00:00,22.75,59.75,4.55,5.68,6.78,49.85,22.00,0.60,44.62,1.12,8.80,NA,NA,NA,NA,22.17,40.82,1.23,122.05,0.00,0.00,193.60,994.58,NA
2020-01-03 16:00:00,33.50,86.25,4.78,11.20,9.85,24.60,25.45,0.82,23.08,2.25,13.12,NA,NA,NA,NA,20.55,47.70,1.30,128.70,0.00,0.00,66.57,994.38,NA
